CIS	CISLabel	BN	BNlabel	NIMED	UCD13
CIS64115983	PEDIAVEN AP-HP NOUVEAU-NE 1, solution pour perfusion	http://www.romedi.fr/romedi/BN1qh9hjpr1sl7tdahoip7dsi8f1q6vjmc	PEDIAVEN	25238	3400893604090
CIS64875819	NUMETAH G19%E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNh8pq26ia6bdj4fepjl37p70454gm5qbs	NUMETAH G19%E	27943	3400893782439
CIS66490117	NUMETAH G13% E PREMATURES, émulsion pour perfusion	http://www.romedi.fr/romedi/BN30odga54pnt2sv9slvm573ltqdfu1b4i	NUMETAH G13% E PREMATURES	30813	3400894185055
CIS67596034	OLICLINOMEL N 4-550 E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNg6r5tfiljhmfjhcrjj83o9sqteth9bnt	OLICLINOMEL	15545	3400892280295
CIS67596034	OLICLINOMEL N 4-550 E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNg6r5tfiljhmfjhcrjj83o9sqteth9bnt	OLICLINOMEL	15543	3400892280356
CIS67596034	OLICLINOMEL N 4-550 E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNg6r5tfiljhmfjhcrjj83o9sqteth9bnt	OLICLINOMEL	15546	3400892280417
CIS68868590	OLICLINOMEL N7-1000 E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNqkpfrv1pei9l737qmb3td1tkhcnbr62t	OLICLINOMEL N7-1000 E	16421	3400892282886
CIS68868590	OLICLINOMEL N7-1000 E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNqkpfrv1pei9l737qmb3td1tkhcnbr62t	OLICLINOMEL N7-1000 E	16422	3400892282947
CIS68868590	OLICLINOMEL N7-1000 E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNqkpfrv1pei9l737qmb3td1tkhcnbr62t	OLICLINOMEL N7-1000 E	16423	3400892283029
CIS67678175	PEDIAVEN AP-HP G20, solution pour perfusion	http://www.romedi.fr/romedi/BN1qh9hjpr1sl7tdahoip7dsi8f1q6vjmc	PEDIAVEN	26069	3400893745700
CIS68074594	PERINUTRIFLEX LIPIDE G 64/N 4,6/E, émulsion pour perfusion	http://www.romedi.fr/romedi/BN67cd6c1cfs26qi13836isabjjp1annd7	PERINUTRIFLEX LIPIDE	14043	3400893098455
CIS68575185	PEDIAVEN AP-HP G15, solution pour perfusion	http://www.romedi.fr/romedi/BN1qh9hjpr1sl7tdahoip7dsi8f1q6vjmc	PEDIAVEN	26071	3400893745649
CIS68861083	REANUTRIFLEX LIPIDE G 144/N 8/E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNbh3vpoodlfe3p6pkodmb6pbiof7lpapv	REANUTRIFLEX LIPIDE	25063	3400893098745
CIS69040082	MEDNUTRIFLEX OMEGA G 120/N 5,4/E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNpaqk1dqcdd0boa07l40nu128nfuolric	MEDNUTRIFLEX	25733	3400893681442
CIS69278991	NUMETAH G16%E, émulsion pour perfusion	http://www.romedi.fr/romedi/BN1gpl3qu99bt2obbmoqtcl0slrpqk1qg5	NUMETAH G16%E	26977	3400893692738
CIS69040082	MEDNUTRIFLEX OMEGA G 120/N 5,4/E, émulsion pour perfusion	http://www.romedi.fr/romedi/BNpaqk1dqcdd0boa07l40nu128nfuolric	MEDNUTRIFLEX	25734	3400893681503
CIS61072758	ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	6858	3400890013208
CIS61459178	XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable	http://www.romedi.fr/romedi/BNh3eg0d39gqdap16pcs69g7oaorehvb19	XYLOCAINE	6457	3400891015768
CIS60484221	SEPTANEST 40 mg/ml ADRENALINEE AU 1/100 000, solution injectable à usage dentaire	http://www.romedi.fr/romedi/BN63uekcuemvf6at5obhojknkigqh3dnkr	SEPTANEST	15888	3400891582406
CIS62031508	ANAPEN 150 microgrammes/0,3 ml, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/BNskmg5q2396hsqkm1bh73lr3ldp53uu3q	ANAPEN	13839	3400892222394
CIS62538162	ANAPEN 300 microgrammes/0,3 ml, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/BNskmg5q2396hsqkm1bh73lr3ldp53uu3q	ANAPEN	13838	3400892222455
CIS60197246	ADRENALINE RENAUDIN 1 mg/ml, solution injectable	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	21630	3400892620268
CIS65551161	LIDOCAINE 20 mg/mL ADRENALINE 0,0125 mg/mL AGUETTANT, solution injectable	http://www.romedi.fr/romedi/BNm725bv27sv8ld9l02qra4od39gpr2l3s	LIDOCAINE/ADRENALINE	16167	3400892504544
CIS60533348	LIDOCAÏNE 20 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable	http://www.romedi.fr/romedi/BNm725bv27sv8ld9l02qra4od39gpr2l3s	LIDOCAINE/ADRENALINE	26360	3400893916575
CIS61846627	EPIPEN 0,15 mg/0,3 ml, solution injectable en stylo pré-rempli	http://www.romedi.fr/romedi/BNcnae6kb1hti0g866bt40mn6o0pojv4do	EPIPEN	28194	3400894022893
CIS62227058	LIDOCAÏNE 10 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable	http://www.romedi.fr/romedi/BNm725bv27sv8ld9l02qra4od39gpr2l3s	LIDOCAINE/ADRENALINE	26359	3400893916407
CIS68649778	XYLOCAINE 10 mg/ml ADRENALINE 0,005 mg/ml, solution injectable	http://www.romedi.fr/romedi/BNh3eg0d39gqdap16pcs69g7oaorehvb19	XYLOCAINE	883	3400891015249
CIS69556177	ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	22238	3400892619958
CIS69556177	ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	12410	3400892619958
CIS69553494	ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	22239	3400892620039
CIS69553494	ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	12411	3400892620039
CIS69325747	ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	12409	3400892620909
CIS69490204	LIDOCAINE 10 mg/mL ADRENALINE 0,0100 mg/mL AGUETTANT, solution injectable	http://www.romedi.fr/romedi/BNm725bv27sv8ld9l02qra4od39gpr2l3s	LIDOCAINE/ADRENALINE	16166	3400892504483
CIS69150358	ADRENALINE AGUETTANT 1 mg/ml SANS SULFITE, solution injectable	http://www.romedi.fr/romedi/BN1ui43rp7chvqfah84rja9d44tr5ikdr5	ADRENALINE	23626	3400893064627
CIS63941426	PYLERA 140 mg/125 mg/125 mg, gélule	http://www.romedi.fr/romedi/BNb1df3t9drpa7hemlvpqdkaueal8fctr7	PYLERA	26981	3400893605103
CIS61644230	PRONTALGINE, comprimé	http://www.romedi.fr/romedi/BNsu65d44cubdq3qif731r2vtf4d22oeof	PRONTALGINE	1653	3400890761345
CIS61109911	DAFALGAN CODEINE, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNtoo5cg08srdpl8i8lhk8nmlsj12vcdpf	DAFALGAN CODEINE	1163	3400891288711
CIS64380679	COQUELUSEDAL PARACETAMOL 500 mg, suppositoire	http://www.romedi.fr/romedi/BN1tt2eftrvdboaasrt0dsitj2slqgnklq	COQUELUSEDAL PARACETAMOL	1422	3400891224207
CIS64406362	CODOLIPRANE ADULTES 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	3419	3400891297874
CIS65322262	ALGISEDAL, comprimé	http://www.romedi.fr/romedi/BN1r6e1gh8hmaq4duqq9q4ulvllfpcc1o7	ALGISEDAL	7702	3400890026215
CIS65284993	MIGRALGINE, gélule	http://www.romedi.fr/romedi/BNbf87j2fgt71oj7r4e5g4s7ou6ljgmvj8	MIGRALGINE	11603	3400890590068
CIS64849094	NOVACETOL (ASPIRINE PARACETAMOL), comprimé	http://www.romedi.fr/romedi/BNtgkihks31apq5vqvt8tbft5h7jpg5juo	NOVACETOL (ASPIRINE PARACETAMOL)	1628	3400890638067
CIS66003374	DAFALGAN CODEINE, comprimé pelliculé	http://www.romedi.fr/romedi/BNtoo5cg08srdpl8i8lhk8nmlsj12vcdpf	DAFALGAN CODEINE	3820	3400891479287
CIS64168434	DOLIPRANE CODEINE 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/BN2g0km5ficg7j2gohrl73u4mvuj7mugq5	DOLIPRANE CODEINE	11775	3400892057842
CIS60327615	ZALDIAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkn6oa0s5n3ue27ironbihhb5ictehhje	ZALDIAR	14270	3400892394060
CIS61137241	IXPRIM 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNqp9cthd5at9h8csh6ppq0ra4c92rp057	IXPRIM	15169	3400892472454
CIS62110311	KLIPAL CODEINE 300 mg/25 mg, comprimé	http://www.romedi.fr/romedi/BNfrn5c603do43eci0nt6urtc5bk5s4qe2	KLIPAL CODEINE	13834	3400892342603
CIS61784054	PARACETAMOL CODEINE ARROW 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14196	3400892378213
CIS61943097	PARACETAMOL CODEINE TEVA 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14707	3400892508917
CIS62771825	PARACETAMOL CODEINE ARROW 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14626	3400892600628
CIS62541023	PARACETAMOL CODEINE EG 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14617	3400892612164
CIS61730170	PARACETAMOL CODEINE SANDOZ 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	22894	3400892732770
CIS60365078	IXPRIM 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/BNqp9cthd5at9h8csh6ppq0ra4c92rp057	IXPRIM	21850	3400893314548
CIS63192215	ZALDIAR 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/BNkn6oa0s5n3ue27ironbihhb5ictehhje	ZALDIAR	22511	3400893365007
CIS61227411	TRAMADOL/PARACETAMOL MYLAN PHARMA 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	27109	3400893899335
CIS61331851	TRAMADOL/PARACETAMOL BIOGARAN 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	27206	3400893912263
CIS61305080	TRAMADOL/PARACETAMOL BIPHAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	28276	3400894033899
CIS60904643	CODOLIPRANE 500 mg/30 mg, comprimé	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	27860	3400893936047
CIS61697158	FLUSTIMEX, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/BNa59j6ebe1aulv6jgkaqv0ckk2nhhsf9f	FLUSTIMEX	32612	3400893966204
CIS62351650	CODOLIPRANE 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	26699	3400893858004
CIS64656227	TRAMADOL/PARACETAMOL ARROW GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	26444	3400893923849
CIS64707814	TRAMADOL/PARACETAMOL ARROW LAB 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	31806	3400894167594
CIS60396465	TRAMADOL/PARACETAMOL BGR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	31937	3400894286912
CIS60009573	PARACETAMOL/CODEINE TEVA 500 mg/30 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	33134	3400894511878
CIS62049552	CODOLIPRANE 500 mg/30 mg, gélule	http://www.romedi.fr/romedi/BNtpsps8na4ertc0eia7rk2tvblgg61o9q	CODOLIPRANE	32314	3400894235415
CIS69329731	FERVEX ETAT GRIPPAL PARACETAMOL/VITAMINE C/PHENIRAMINE ADULTES, granulés pour solution buvable en sachet	http://www.romedi.fr/romedi/BNi4jk3k40tbbh3ka7oij23h7sib3jah5d	FERVEX ETAT GRIPPAL	2177	3400890347792
CIS68457482	LINDILANE 400 mg/25 mg, comprimé	http://www.romedi.fr/romedi/BNq5knakd2ck9t78u0l6m4e03a2k4hkuhg	LINDILANE	7086	3400891361841
CIS69722236	KLIPAL CODEINE 600 mg/50 mg, comprimé	http://www.romedi.fr/romedi/BNfrn5c603do43eci0nt6urtc5bk5s4qe2	KLIPAL CODEINE	13833	3400892342771
CIS69928332	ACTIFED RHUME, comprimé	http://www.romedi.fr/romedi/BNl859ba7kifebca1m0u2u37cnlg56bhm6	ACTIFED RHUME	14917	3400892321660
CIS69549916	PARACETAMOL CODEINE MYLAN 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14525	3400892586748
CIS69355295	PARACETAMOL CODEINE BIOGARAN 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	14520	3400892592251
CIS67698690	TRAMADOL/PARACETAMOL MYLAN GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	27108	3400893864906
CIS67806479	PARACETAMOL CODEINE CRISTERS 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/BNr241jd2ks3q3869ijloh5d0d3cv8jrb3	PARACETAMOL CODEINE	29647	3400893286012
CIS69995434	TRAMADOL/PARACETAMOL ARROW 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/BNhmk03140ul29899njntsd561cjncbhef	TRAMADOL/PARACETAMOL	28012	3400893975657
CIS65714530	AZADOSE 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN7jfnid50m1m2n6cbst397f532mg8fcng	AZADOSE	11011	3400891992854
CIS65740799	ZITHROMAX 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi6feh0b5ghg2q9di0tnukp6bvekotue1	ZITHROMAX	12350	3400892168425
CIS62059468	ZITHROMAX MONODOSE 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNdk3ur20oscvuh8d44p8gm0364qa3ii7q	ZITHROMAX MONODOSE	12855	3400892250601
CIS63269291	AZITHROMYCINE EG 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	23497	3400893013069
CIS62293332	AZITHROMYCINE MYLAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	23498	3400893013120
CIS62953322	AZITHROMYCINE BIOGARAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	23534	3400893016251
CIS61765641	AZITHROMYCINE MONODOSE SANDOZ 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	23915	3400893216163
CIS64367030	AZITHROMYCINE PHR LAB 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	26721	3400893027318
CIS64784981	AZITHROMYCINE ARROW 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	22229	3400893127414
CIS62514713	AZITHROMYCINE CRISTERS 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	28603	3400893379714
CIS67287098	ZITHROMAX 40 mg/ml ENFANTS, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNi6feh0b5ghg2q9di0tnukp6bvekotue1	ZITHROMAX	13749	3400892325972
CIS67287098	ZITHROMAX 40 mg/ml ENFANTS, poudre pour suspension buvable	http://www.romedi.fr/romedi/BNi6feh0b5ghg2q9di0tnukp6bvekotue1	ZITHROMAX	13744	3400892326054
CIS68654914	AZITHROMYCINE TEVA 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	23316	3400892947013
CIS67769625	AZITHROMYCINE SANDOZ 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	23474	3400893004944
CIS67637794	AZITHROMYCINE PFIZER 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	24002	3400893286302
CIS69326767	AZYTER 15 mg/g, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/BNikua040mo3ja383fh1es2gkhrj0fv7ht	AZYTER	21832	3400893142080
CIS69801139	AZITHROMYCINE ZENTIVA 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	24140	3400893346136
CIS69627877	ORDIPHA 500 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/BNbm3igij50a99qu28o2o0d6krkmp23erp	ORDIPHA	24880	3400893456637
CIS61847953	ROCALTROL 0,25 microgramme, capsule molle	http://www.romedi.fr/romedi/BN7tkp0oeaun1qd2o0iqjkeleqji54jo6t	ROCALTROL	6526	3400891036350
CIS62597239	SILKIS 3 microgrammes/g, pommade	http://www.romedi.fr/romedi/BNm0l6t1e4d83b6ukg457be3id59klggqd	SILKIS	14660	3400892494517
CIS62597239	SILKIS 3 microgrammes/g, pommade	http://www.romedi.fr/romedi/BNm0l6t1e4d83b6ukg457be3id59klggqd	SILKIS	14661	3400892494685
CIS61981016	DEFANYL 50 mg, comprimé	http://www.romedi.fr/romedi/BNv4vg1rppm8rrecej0gr3hk75e86h1s7k	DEFANYL	2898	3400891303070
CIS64232374	DEFANYL 100 mg, comprimé	http://www.romedi.fr/romedi/BNv4vg1rppm8rrecej0gr3hk75e86h1s7k	DEFANYL	415	3400891256482
CIS67117128	TOFRANIL 25 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN9pk4pm21llhq79o4tmnumskqsscb9toc	TOFRANIL	6141	3400890934862
CIS68574699	TOFRANIL 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN9pk4pm21llhq79o4tmnumskqsscb9toc	TOFRANIL	4137	3400890934572
CIS60305960	NUROFEN 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN0v315o3oeme2p862vfl8s14acgmfr1la	NUROFEN	9095	3400891254471
CIS66306567	DOLGIT 5 POUR CENT, crème	http://www.romedi.fr/romedi/BNsl9avdmoqfe8vbpki8m0ps46boal32rq	DOLGIT	358	3400891227109
CIS60672814	NUREFLEX 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNhmlqqebsvudgp4fv74rg6u4ak43ba9j1	NUREFLEX	9092	3400891784039
CIS61645204	NUREFLEX L.P. 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/BNhmlqqebsvudgp4fv74rg6u4ak43ba9j1	NUREFLEX	11303	3400892037912
CIS61902232	ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon	http://www.romedi.fr/romedi/BNjsbqki33ji3ng1lj3effa00ocfi0a4ph	ADVILMED	8411	3400891675009
CIS63040606	ADVILMED 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNjsbqki33ji3ng1lj3effa00ocfi0a4ph	ADVILMED	12332	3400892196978
CIS64684319	ANTARENE 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNokq8t412m8pp5bb122kgqlsnkeu0ki5o	ANTARENE	12331	3400892167763
CIS66303681	ANTARENE 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNokq8t412m8pp5bb122kgqlsnkeu0ki5o	ANTARENE	12330	3400892176697
CIS61249824	IBUPROFENE ARROW 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	14190	3400892345215
CIS60550988	IBUPROFENE EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	14829	3400892652207
CIS61022698	SPIFEN 400 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/BNgf4tksvdasdr13si7v14hti2i6lc7512	SPIFEN	22753	3400892464879
CIS60830246	NUROFENTABS 200 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNl99jh8klnsvugm5o78d5ets6jkd33a35	NUROFENTABS	14930	3400892680231
CIS60282846	SPEDIFEN 200 mg, comprimé	http://www.romedi.fr/romedi/BNp90sa7lk309t57gtta47csrq5vmbfpvn	SPEDIFEN	29524	3400892508337
CIS61834404	IBUPROFENE SANDOZ 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	15366	3400892639420
CIS62574938	ANTARENE 20 mg/ml NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/BNokq8t412m8pp5bb122kgqlsnkeu0ki5o	ANTARENE	14360	3400892502762
CIS64573315	IBUPROFENE SANDOZ 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	15032	3400892694948
CIS65573720	BRUFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNbf01uq3dfjsuqvhti6r5k6agnautqm0h	BRUFEN	14507	3400892589930
CIS66281427	SPIFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNgf4tksvdasdr13si7v14hti2i6lc7512	SPIFEN	14663	3400892619149
CIS66271479	ANTARENE 5 %, gel	http://www.romedi.fr/romedi/BNokq8t412m8pp5bb122kgqlsnkeu0ki5o	ANTARENE	13245	3400892289861
CIS66271479	ANTARENE 5 %, gel	http://www.romedi.fr/romedi/BNokq8t412m8pp5bb122kgqlsnkeu0ki5o	ANTARENE	14795	3400892627243
CIS60961886	IBUPROFENE SANDOZ CONSEIL 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	30262	3400892925769
CIS60073914	IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	25314	3400893166673
CIS60292573	SPEDIFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNp90sa7lk309t57gtta47csrq5vmbfpvn	SPEDIFEN	23701	3400893086568
CIS62611169	IBUPROFENE ALMUS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	30261	3400892925479
CIS63691015	IBUPROFENE ARROW 5 %, gel	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	24511	3400893076224
CIS63646874	ADVIL 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNc6f6ufbbf535f5a2ag7eole0n7mrsn5r	ADVIL	28823	3400893188095
CIS64911902	NUROFEN 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/BN0v315o3oeme2p862vfl8s14acgmfr1la	NUROFEN	23762	3400893116937
CIS65205177	IBUPROFENE MYLAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	23187	3400892898414
CIS61848560	IBUPROFENE ARROW CONSEIL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	30342	3400893493656
CIS61349237	IBUPROFENE ACTAVIS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	27388	3400893714072
CIS61959735	ADVILCAPS 400 mg, capsule molle	http://www.romedi.fr/romedi/BN8uv9su5p9n03fke73m8n88lqgaigpfsn	ADVILCAPS	30308	3400893392140
CIS63755329	ANTARENE CODEINE 200 mg/30 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1a463c9rflqb4amletcgq8guovpnoc80	ANTARENE CODEINE	29149	3400893674819
CIS63881961	ANTARENE CODEINE 400 mg/60 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN1a463c9rflqb4amletcgq8guovpnoc80	ANTARENE CODEINE	29150	3400893674987
CIS61136221	IBUPROFENE MYLAN 20 mg/ml ENFANTS ET NOURRISSONS sans sucre, suspension buvable édulcorée au maltitol et à la saccharine sodique	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	23978	3400893244258
CIS60233913	IBUFETUM 5 %, gel	http://www.romedi.fr/romedi/BN5h9h7oonjltre5kb4ag8nhvmvseojpbt	IBUFETUM	27808	3400893832448
CIS60776617	SPEDIFEN 400 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/BNp90sa7lk309t57gtta47csrq5vmbfpvn	SPEDIFEN	26978	3400893834749
CIS63005402	NUROFEN 200 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BN0v315o3oeme2p862vfl8s14acgmfr1la	NUROFEN	30060	3400894144762
CIS67342541	CLIPTOL, gel	http://www.romedi.fr/romedi/BNvb5jhme42b9u3d45bgssnhagk80v8rbk	CLIPTOL	11764	3400892105901
CIS68337369	IBUPROFENE BIOGARAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN777sv000i0n4je3unumt2nd7gct9bkrg	IBUPROFENE	11501	3400892065885
