diseaseWikidata	label	wikidata
Q3128789	gastro-entérologie	Q120569
Q3134276	gastro-entérologie	Q120569
Q3144117	gastro-entérologie	Q120569
Q3144986	gastro-entérologie	Q120569
Q3281403	gastro-entérologie	Q120569
Q3392956	gastro-entérologie	Q120569
Q3542029	gastro-entérologie	Q120569
Q3552798	gastro-entérologie	Q120569
Q3758801	gastro-entérologie	Q120569
Q3796380	gastro-entérologie	Q120569
Q3831227	gastro-entérologie	Q120569
Q3924862	gastro-entérologie	Q120569
Q3956352	gastro-entérologie	Q120569
Q3961657	gastro-entérologie	Q120569
Q4003020	gastro-entérologie	Q120569
Q4170873	gastro-entérologie	Q120569
Q1546498	gastro-entérologie	Q120569
Q1549428	gastro-entérologie	Q120569
Q1569573	gastro-entérologie	Q120569
Q1632678	gastro-entérologie	Q120569
Q1642206	gastro-entérologie	Q120569
Q1702335	gastro-entérologie	Q120569
Q1713499	gastro-entérologie	Q120569
Q1736456	gastro-entérologie	Q120569
Q1754226	gastro-entérologie	Q120569
Q1826391	gastro-entérologie	Q120569
Q1901516	gastro-entérologie	Q120569
Q1983841	gastro-entérologie	Q120569
Q1996053	gastro-entérologie	Q120569
Q2028354	gastro-entérologie	Q120569
Q2057356	gastro-entérologie	Q120569
Q2058941	gastro-entérologie	Q120569
Q2062483	gastro-entérologie	Q120569
Q2068039	gastro-entérologie	Q120569
Q2105535	gastro-entérologie	Q120569
Q6708258	gastro-entérologie	Q120569
Q15727012	gastro-entérologie	Q120569
Q6931269	gastro-entérologie	Q120569
Q7069348	gastro-entérologie	Q120569
Q7099404	gastro-entérologie	Q120569
Q7107436	gastro-entérologie	Q120569
Q7130407	gastro-entérologie	Q120569
Q7168360	gastro-entérologie	Q120569
Q16116595	gastro-entérologie	Q120569
Q7259585	gastro-entérologie	Q120569
Q7263138	gastro-entérologie	Q120569
Q16244733	gastro-entérologie	Q120569
Q7546446	gastro-entérologie	Q120569
Q7824266	gastro-entérologie	Q120569
Q7824277	gastro-entérologie	Q120569
Q7835825	gastro-entérologie	Q120569
Q7841074	gastro-entérologie	Q120569
Q16816779	gastro-entérologie	Q120569
Q17152566	gastro-entérologie	Q120569
Q17521095	gastro-entérologie	Q120569
Q17633631	gastro-entérologie	Q120569
Q4345763	gastro-entérologie	Q120569
Q4362791	gastro-entérologie	Q120569
Q4497153	gastro-entérologie	Q120569
Q4597494	gastro-entérologie	Q120569
Q4692285	gastro-entérologie	Q120569
Q9290860	gastro-entérologie	Q120569
Q9398222	gastro-entérologie	Q120569
Q18357155	gastro-entérologie	Q120569
Q5090449	gastro-entérologie	Q120569
Q18553211	gastro-entérologie	Q120569
Q18553209	gastro-entérologie	Q120569
Q18553364	gastro-entérologie	Q120569
Q18553681	gastro-entérologie	Q120569
Q18553711	gastro-entérologie	Q120569
Q18553709	gastro-entérologie	Q120569
Q18553712	gastro-entérologie	Q120569
Q5196200	gastro-entérologie	Q120569
Q5259533	gastro-entérologie	Q120569
Q5259645	gastro-entérologie	Q120569
Q5283947	gastro-entérologie	Q120569
Q5422046	gastro-entérologie	Q120569
Q5518905	gastro-entérologie	Q120569
Q5526789	gastro-entérologie	Q120569
Q5731687	gastro-entérologie	Q120569
Q10294943	gastro-entérologie	Q120569
Q10317603	gastro-entérologie	Q120569
Q5913958	gastro-entérologie	Q120569
Q6047923	gastro-entérologie	Q120569
Q6058862	gastro-entérologie	Q120569
Q10859678	gastro-entérologie	Q120569
Q6470994	gastro-entérologie	Q120569
Q60875818	odontologie	Q12128
Q16606552	odontologie	Q12128
Q17132235	odontologie	Q12128
Q17165269	odontologie	Q12128
Q4669671	odontologie	Q12128
Q5375191	odontologie	Q12128
Q54926202	odontologie	Q12128
Q6993491	immunologie	Q101929
Q42868039	immunologie	Q101929
Q7180167	immunologie	Q101929
Q16543725	immunologie	Q101929
Q7667895	immunologie	Q101929
Q7667896	immunologie	Q101929
Q16606544	immunologie	Q101929
Q7841014	immunologie	Q101929
Q7860879	immunologie	Q101929
Q8027735	immunologie	Q101929
Q8084905	immunologie	Q101929
Q17146775	immunologie	Q101929
Q17152512	immunologie	Q101929
Q9358981	immunologie	Q101929
Q18553226	immunologie	Q101929
Q18553470	immunologie	Q101929
Q18553471	immunologie	Q101929
Q18553681	immunologie	Q101929
Q18554667	immunologie	Q101929
Q18554705	immunologie	Q101929
Q18554999	immunologie	Q101929
Q18555066	immunologie	Q101929
Q18555085	immunologie	Q101929
Q18555115	immunologie	Q101929
Q18556300	immunologie	Q101929
Q18556684	immunologie	Q101929
Q18556893	immunologie	Q101929
Q18557019	immunologie	Q101929
Q18557017	immunologie	Q101929
Q18557283	immunologie	Q101929
Q23037743	immunologie	Q101929
Q23037744	immunologie	Q101929
Q18965511	immunologie	Q101929
Q18966598	immunologie	Q101929
Q18975456	immunologie	Q101929
Q50357588	immunologie	Q101929
Q50357589	immunologie	Q101929
Q54945172	immunologie	Q101929
Q54945742	immunologie	Q101929
Q54945783	immunologie	Q101929
Q54973000	immunologie	Q101929
Q11039483	immunologie	Q101929
Q10874	ophtalmologie	Q161437
Q120136	ophtalmologie	Q161437
Q127724	ophtalmologie	Q161437
Q133696	ophtalmologie	Q161437
Q142807	ophtalmologie	Q161437
Q147270	ophtalmologie	Q161437
Q159701	ophtalmologie	Q161437
Q167844	ophtalmologie	Q161437
Q168403	ophtalmologie	Q161437
Q177254	ophtalmologie	Q161437
Q177895	ophtalmologie	Q161437
Q179951	ophtalmologie	Q161437
Q190831	ophtalmologie	Q161437
Q193894	ophtalmologie	Q161437
Q202173	ophtalmologie	Q161437
Q203696	ophtalmologie	Q161437
Q207855	ophtalmologie	Q161437
Q247978	ophtalmologie	Q161437
Q280027	ophtalmologie	Q161437
Q317977	ophtalmologie	Q161437
Q319595	ophtalmologie	Q161437
Q357067	ophtalmologie	Q161437
Q362719	ophtalmologie	Q161437
Q379299	ophtalmologie	Q161437
Q379418	ophtalmologie	Q161437
Q6995207	gynécologie obstétrique	Q80015
Q7161799	gynécologie obstétrique	Q80015
Q7200301	gynécologie obstétrique	Q80015
Q7243137	gynécologie obstétrique	Q80015
Q7847568	gynécologie obstétrique	Q80015
Q52601023	gynécologie obstétrique	Q80015
Q16877679	gynécologie obstétrique	Q80015
Q7943634	gynécologie obstétrique	Q80015
Q30397754	gynécologie obstétrique	Q80015
Q17004056	gynécologie obstétrique	Q80015
Q4243298	gynécologie obstétrique	Q80015
Q4344969	gynécologie obstétrique	Q80015
Q22443766	gynécologie obstétrique	Q80015
Q13641482	gynécologie obstétrique	Q80015
Q18211693	gynécologie obstétrique	Q80015
Q18211751	gynécologie obstétrique	Q80015
Q18554206	gynécologie obstétrique	Q80015
Q18554349	gynécologie obstétrique	Q80015
Q18554726	gynécologie obstétrique	Q80015
Q18554938	gynécologie obstétrique	Q80015
Q18554947	gynécologie obstétrique	Q80015
Q18554948	gynécologie obstétrique	Q80015
Q18555046	gynécologie obstétrique	Q80015
Q18555222	gynécologie obstétrique	Q80015
Q18555257	gynécologie obstétrique	Q80015
Q18556281	gynécologie obstétrique	Q80015
Q18556342	gynécologie obstétrique	Q80015
Q18556340	gynécologie obstétrique	Q80015
Q18556345	gynécologie obstétrique	Q80015
Q18556472	gynécologie obstétrique	Q80015
Q18557546	gynécologie obstétrique	Q80015
Q18557544	gynécologie obstétrique	Q80015
Q58833940	gynécologie obstétrique	Q80015
Q58833969	gynécologie obstétrique	Q80015
Q58833978	gynécologie obstétrique	Q80015
Q5272095	gynécologie obstétrique	Q80015
Q5283757	gynécologie obstétrique	Q80015
Q5493754	gynécologie obstétrique	Q80015
Q18975905	gynécologie obstétrique	Q80015
Q19000660	gynécologie obstétrique	Q80015
Q5596838	gynécologie obstétrique	Q80015
Q54911242	gynécologie obstétrique	Q80015
Q54911376	gynécologie obstétrique	Q80015
Q54927807	gynécologie obstétrique	Q80015
Q54931164	gynécologie obstétrique	Q80015
Q54931424	gynécologie obstétrique	Q80015
Q54931661	gynécologie obstétrique	Q80015
Q54943934	gynécologie obstétrique	Q80015
Q54944059	gynécologie obstétrique	Q80015
Q54945591	gynécologie obstétrique	Q80015
Q54947504	gynécologie obstétrique	Q80015
Q54973841	gynécologie obstétrique	Q80015
Q55009419	gynécologie obstétrique	Q80015
Q55082286	gynécologie obstétrique	Q80015
Q55083326	gynécologie obstétrique	Q80015
Q55092991	gynécologie obstétrique	Q80015
Q6013986	gynécologie obstétrique	Q80015
Q10529545	gynécologie obstétrique	Q80015
Q64698726	gynécologie obstétrique	Q80015
Q64699636	gynécologie obstétrique	Q80015
Q55949884	gynécologie obstétrique	Q80015
Q6821415	gynécologie obstétrique	Q80015
Q56014472	gynécologie obstétrique	Q80015
Q56014489	gynécologie obstétrique	Q80015
Q56014502	gynécologie obstétrique	Q80015
Q56014517	gynécologie obstétrique	Q80015
Q15802235	gynécologie obstétrique	Q80015
Q6883972	gynécologie obstétrique	Q80015
Q2836	neurologie	Q83042
Q8277	neurologie	Q83042
Q8285	neurologie	Q83042
Q10874	neurologie	Q83042
Q73828	neurologie	Q83042
Q83030	neurologie	Q83042
Q112412	neurologie	Q83042
Q127664	neurologie	Q83042
Q133696	neurologie	Q83042
Q133823	neurologie	Q83042
Q141440	neurologie	Q83042
Q11072	neurologie	Q83042
Q11081	neurologie	Q83042
Q11085	neurologie	Q83042
Q12195	neurologie	Q83042
Q12202	neurologie	Q83042
Q18579	neurologie	Q83042
Q18576	neurologie	Q83042
Q18583	neurologie	Q83042
Q18592	neurologie	Q83042
Q18740	neurologie	Q83042
Q41571	neurologie	Q83042
Q47715	neurologie	Q83042
Q48143	neurologie	Q83042
Q49989	neurologie	Q83042
Q54911386	oncologie	Q162555
Q134003	hématologie	Q103824
Q162266	hématologie	Q103824
Q185034	hématologie	Q103824
Q185137	hématologie	Q103824
Q193894	hématologie	Q103824
Q208414	hématologie	Q103824
Q220570	hématologie	Q103824
Q245455	hématologie	Q103824
Q261327	hématologie	Q103824
Q5445	hématologie	Q103824
Q28814	hématologie	Q103824
Q29496	hématologie	Q103824
Q25324230	oncologie	Q162555
Q52601023	oncologie	Q162555
Q52962465	oncologie	Q162555
Q26489802	oncologie	Q162555
Q22443673	oncologie	Q162555
Q22443766	oncologie	Q162555
Q18557976	oncologie	Q162555
Q18557977	oncologie	Q162555
Q18557982	oncologie	Q162555
Q18557981	oncologie	Q162555
Q18557986	oncologie	Q162555
Q18557984	oncologie	Q162555
Q18557985	oncologie	Q162555
Q18557990	oncologie	Q162555
Q18557991	oncologie	Q162555
Q18557994	oncologie	Q162555
Q18557995	oncologie	Q162555
Q18557993	oncologie	Q162555
Q18557998	oncologie	Q162555
Q18558002	oncologie	Q162555
Q18558001	oncologie	Q162555
Q18558004	oncologie	Q162555
Q18558005	oncologie	Q162555
Q18558009	oncologie	Q162555
Q18558015	oncologie	Q162555
Q18558018	oncologie	Q162555
Q18558019	oncologie	Q162555
Q18558017	oncologie	Q162555
Q18558021	oncologie	Q162555
Q18558026	oncologie	Q162555
Q18558027	oncologie	Q162555
Q18558024	oncologie	Q162555
Q18558030	oncologie	Q162555
Q18558029	oncologie	Q162555
Q18558035	oncologie	Q162555
Q18558032	oncologie	Q162555
Q18558038	oncologie	Q162555
Q18558041	oncologie	Q162555
Q18558046	oncologie	Q162555
Q18558044	oncologie	Q162555
Q18558050	oncologie	Q162555
Q18558048	oncologie	Q162555
Q18558053	oncologie	Q162555
Q18558058	oncologie	Q162555
Q18558063	oncologie	Q162555
Q18558060	oncologie	Q162555
Q18558066	oncologie	Q162555
Q18558064	oncologie	Q162555
Q18558068	oncologie	Q162555
Q18558069	oncologie	Q162555
Q18558073	oncologie	Q162555
Q18558079	oncologie	Q162555
Q18558076	oncologie	Q162555
Q18558077	oncologie	Q162555
Q18558082	oncologie	Q162555
Q18558083	oncologie	Q162555
Q18558132	oncologie	Q162555
Q18558133	oncologie	Q162555
Q18558218	oncologie	Q162555
Q18573407	oncologie	Q162555
Q32136799	oncologie	Q162555
Q18921119	oncologie	Q162555
Q18967077	oncologie	Q162555
Q18967342	oncologie	Q162555
Q18968209	oncologie	Q162555
Q18975047	oncologie	Q162555
Q18975647	oncologie	Q162555
Q18975788	oncologie	Q162555
Q18975905	oncologie	Q162555
Q18975957	oncologie	Q162555
Q18976000	oncologie	Q162555
Q19000398	oncologie	Q162555
Q19000544	oncologie	Q162555
Q19000574	oncologie	Q162555
Q19000660	oncologie	Q162555
Q19000862	oncologie	Q162555
Q19001172	oncologie	Q162555
Q54889321	oncologie	Q162555
Q28136285	oncologie	Q162555
Q23929670	oncologie	Q162555
Q28757362	oncologie	Q162555
Q264118	hématologie	Q103824
Q268832	hématologie	Q103824
Q278909	hématologie	Q103824
Q288714	hématologie	Q103824
Q296104	hématologie	Q103824
Q379054	hématologie	Q103824
Q396013	hématologie	Q103824
Q409030	hématologie	Q103824
Q458099	hématologie	Q103824
Q467635	hématologie	Q103824
Q473456	hématologie	Q103824
Q485831	hématologie	Q103824
Q496812	hématologie	Q103824
Q541244	hématologie	Q103824
Q582207	hématologie	Q103824
Q585285	hématologie	Q103824
Q611571	hématologie	Q103824
Q612108	hématologie	Q103824
Q630090	hématologie	Q103824
Q638729	hématologie	Q103824
Q655982	hématologie	Q103824
Q709360	hématologie	Q103824
Q734042	hématologie	Q103824
Q748442	hématologie	Q103824
Q751631	hématologie	Q103824
Q822228	hématologie	Q103824
Q823027	hématologie	Q103824
Q846316	hématologie	Q103824
Q848343	hématologie	Q103824
Q890200	hématologie	Q103824
Q933716	hématologie	Q103824
Q935293	hématologie	Q103824
Q948318	hématologie	Q103824
Q954625	hématologie	Q103824
Q954674	hématologie	Q103824
Q975182	hématologie	Q103824
Q1016605	hématologie	Q103824
Q1047559	hématologie	Q103824
Q1087632	hématologie	Q103824
Q1088057	hématologie	Q103824
Q1088072	hématologie	Q103824
Q1088156	hématologie	Q103824
Q1138590	hématologie	Q103824
Q1145668	hématologie	Q103824
Q1208654	hématologie	Q103824
Q1337441	hématologie	Q103824
Q18556233	neurologie	Q83042
Q18556238	neurologie	Q83042
Q18556249	neurologie	Q83042
Q18556252	neurologie	Q83042
Q18556278	neurologie	Q83042
Q18556300	neurologie	Q83042
Q18556319	neurologie	Q83042
Q18556352	neurologie	Q83042
Q18556391	neurologie	Q83042
Q18556395	neurologie	Q83042
Q18556392	neurologie	Q83042
Q18556419	neurologie	Q83042
Q18556420	neurologie	Q83042
Q18556544	neurologie	Q83042
Q18556649	neurologie	Q83042
Q18556684	neurologie	Q83042
Q18556729	neurologie	Q83042
Q18556899	neurologie	Q83042
Q18556927	neurologie	Q83042
Q18556924	neurologie	Q83042
Q18556935	neurologie	Q83042
Q18556943	neurologie	Q83042
Q18556959	neurologie	Q83042
Q18556969	neurologie	Q83042
Q18557007	neurologie	Q83042
Q18557008	neurologie	Q83042
Q18557144	neurologie	Q83042
Q18557191	neurologie	Q83042
Q18557286	neurologie	Q83042
Q18557300	neurologie	Q83042
Q18557373	neurologie	Q83042
Q18557391	neurologie	Q83042
Q18557404	neurologie	Q83042
Q18557405	neurologie	Q83042
Q18557423	neurologie	Q83042
Q18557424	neurologie	Q83042
Q18557438	neurologie	Q83042
Q18557514	neurologie	Q83042
Q18557515	neurologie	Q83042
Q18557512	neurologie	Q83042
Q18557513	neurologie	Q83042
Q18557538	neurologie	Q83042
Q18557648	neurologie	Q83042
Q18557760	neurologie	Q83042
Q18557816	neurologie	Q83042
Q18557868	neurologie	Q83042
Q18557947	neurologie	Q83042
Q18557949	neurologie	Q83042
Q18557955	neurologie	Q83042
Q18557952	neurologie	Q83042
Q18557980	neurologie	Q83042
Q18558000	neurologie	Q83042
Q18558014	neurologie	Q83042
Q18558039	neurologie	Q83042
Q18558057	neurologie	Q83042
Q18558067	neurologie	Q83042
Q18558070	neurologie	Q83042
Q18558081	neurologie	Q83042
Q18558090	neurologie	Q83042
Q18558092	neurologie	Q83042
Q18558093	neurologie	Q83042
Q18558098	neurologie	Q83042
Q18558101	neurologie	Q83042
Q18558117	neurologie	Q83042
Q18555094	neurologie	Q83042
Q18555095	neurologie	Q83042
Q18555098	neurologie	Q83042
Q18555110	neurologie	Q83042
Q18555115	neurologie	Q83042
Q18555113	neurologie	Q83042
Q18555225	neurologie	Q83042
Q18555286	neurologie	Q83042
Q18555343	neurologie	Q83042
Q18555382	neurologie	Q83042
Q18555381	neurologie	Q83042
Q18555918	neurologie	Q83042
Q18555923	neurologie	Q83042
Q18555926	neurologie	Q83042
Q18555924	neurologie	Q83042
Q18555944	neurologie	Q83042
Q18555964	neurologie	Q83042
Q18555970	neurologie	Q83042
Q18555968	neurologie	Q83042
Q18555982	neurologie	Q83042
Q18555981	neurologie	Q83042
Q18556001	neurologie	Q83042
Q18556009	neurologie	Q83042
Q18556015	neurologie	Q83042
Q18556023	neurologie	Q83042
Q18556021	neurologie	Q83042
Q18556027	neurologie	Q83042
Q18556028	neurologie	Q83042
Q18556051	neurologie	Q83042
Q18556071	neurologie	Q83042
Q18556075	neurologie	Q83042
Q18556080	neurologie	Q83042
Q18556207	neurologie	Q83042
Q18556221	neurologie	Q83042
Q18556226	neurologie	Q83042
Q18556225	neurologie	Q83042
Q580285	endocrinologie	Q162606
Q582904	endocrinologie	Q162606
Q586009	endocrinologie	Q162606
Q612093	endocrinologie	Q162606
Q615645	endocrinologie	Q162606
Q622437	endocrinologie	Q162606
Q624748	endocrinologie	Q162606
Q630090	endocrinologie	Q162606
Q639203	endocrinologie	Q162606
Q647630	endocrinologie	Q162606
Q651680	endocrinologie	Q162606
Q654425	endocrinologie	Q162606
Q657193	endocrinologie	Q162606
Q663041	endocrinologie	Q162606
Q669822	endocrinologie	Q162606
Q675010	endocrinologie	Q162606
Q675311	endocrinologie	Q162606
Q725845	endocrinologie	Q162606
Q727436	endocrinologie	Q162606
Q742500	endocrinologie	Q162606
Q750826	endocrinologie	Q162606
Q774016	endocrinologie	Q162606
Q774483	endocrinologie	Q162606
Q776026	endocrinologie	Q162606
Q787751	endocrinologie	Q162606
Q790971	endocrinologie	Q162606
Q794086	endocrinologie	Q162606
Q799615	endocrinologie	Q162606
Q816798	endocrinologie	Q162606
Q819207	endocrinologie	Q162606
Q823140	endocrinologie	Q162606
Q829150	endocrinologie	Q162606
Q859142	endocrinologie	Q162606
Q861645	endocrinologie	Q162606
Q864296	endocrinologie	Q162606
Q877827	endocrinologie	Q162606
Q890367	endocrinologie	Q162606
Q917227	endocrinologie	Q162606
Q922411	endocrinologie	Q162606
Q928424	endocrinologie	Q162606
Q931538	endocrinologie	Q162606
Q934034	endocrinologie	Q162606
Q935710	endocrinologie	Q162606
Q936382	endocrinologie	Q162606
Q937818	endocrinologie	Q162606
Q938107	endocrinologie	Q162606
Q954831	endocrinologie	Q162606
Q959457	endocrinologie	Q162606
Q966229	endocrinologie	Q162606
Q974928	endocrinologie	Q162606
Q991538	endocrinologie	Q162606
Q994859	endocrinologie	Q162606
Q1053120	endocrinologie	Q162606
Q1054713	endocrinologie	Q162606
Q1079120	endocrinologie	Q162606
Q1093815	endocrinologie	Q162606
Q1120682	endocrinologie	Q162606
Q1125675	endocrinologie	Q162606
Q1129105	endocrinologie	Q162606
Q1149042	endocrinologie	Q162606
Q1149046	endocrinologie	Q162606
Q1154619	endocrinologie	Q162606
Q1165179	endocrinologie	Q162606
Q1179460	endocrinologie	Q162606
Q1200839	endocrinologie	Q162606
Q1207967	endocrinologie	Q162606
Q1250362	endocrinologie	Q162606
Q1251847	endocrinologie	Q162606
Q1276885	endocrinologie	Q162606
Q1313510	endocrinologie	Q162606
Q1336034	endocrinologie	Q162606
Q1339466	endocrinologie	Q162606
Q1344835	endocrinologie	Q162606
Q1365789	endocrinologie	Q162606
Q1378921	endocrinologie	Q162606
Q1395332	endocrinologie	Q162606
Q1396345	endocrinologie	Q162606
Q1403045	endocrinologie	Q162606
Q1418225	endocrinologie	Q162606
Q1419931	endocrinologie	Q162606
Q1421738	endocrinologie	Q162606
Q1433936	endocrinologie	Q162606
Q1442621	endocrinologie	Q162606
Q1453590	endocrinologie	Q162606
Q1455531	endocrinologie	Q162606
Q1467339	endocrinologie	Q162606
Q1474877	endocrinologie	Q162606
Q1476525	endocrinologie	Q162606
Q1476965	endocrinologie	Q162606
Q1477265	endocrinologie	Q162606
Q1479497	endocrinologie	Q162606
Q1479681	endocrinologie	Q162606
Q1493513	endocrinologie	Q162606
Q1495797	endocrinologie	Q162606
Q1500373	endocrinologie	Q162606
Q1506216	endocrinologie	Q162606
Q1507609	endocrinologie	Q162606
Q1515038	endocrinologie	Q162606
Q1516083	endocrinologie	Q162606
Q1516888	endocrinologie	Q162606
Q5013186	neurologie	Q83042
Q5037834	neurologie	Q83042
Q5062122	neurologie	Q83042
Q5062123	neurologie	Q83042
Q5064103	neurologie	Q83042
Q5064113	neurologie	Q83042
Q5090456	neurologie	Q83042
Q5105007	neurologie	Q83042
Q5105211	neurologie	Q83042
Q5114004	neurologie	Q83042
Q5149292	neurologie	Q83042
Q5161171	neurologie	Q83042
Q5171111	neurologie	Q83042
Q5173263	neurologie	Q83042
Q5182126	neurologie	Q83042
Q5282843	neurologie	Q83042
Q5282845	neurologie	Q83042
Q5326887	neurologie	Q83042
Q5409708	neurologie	Q83042
Q5413808	neurologie	Q83042
Q5464172	neurologie	Q83042
Q5509169	neurologie	Q83042
Q5513688	neurologie	Q83042
Q5530367	neurologie	Q83042
Q5532415	neurologie	Q83042
Q5533166	neurologie	Q83042
Q5596720	neurologie	Q83042
Q5811448	neurologie	Q83042
Q5961220	neurologie	Q83042
Q6013981	neurologie	Q83042
Q6029027	neurologie	Q83042
Q6029060	neurologie	Q83042
Q6057162	neurologie	Q83042
Q6152510	neurologie	Q83042
Q6279182	neurologie	Q83042
Q6426064	neurologie	Q83042
Q6714500	neurologie	Q83042
Q6881866	neurologie	Q83042
Q6881881	neurologie	Q83042
Q6901575	neurologie	Q83042
Q6934690	neurologie	Q83042
Q7002244	neurologie	Q83042
Q7002430	neurologie	Q83042
Q7080278	neurologie	Q83042
Q7098081	neurologie	Q83042
Q7098795	neurologie	Q83042
Q7098792	neurologie	Q83042
Q7098798	neurologie	Q83042
Q7234177	neurologie	Q83042
Q7248833	neurologie	Q83042
Q7248853	neurologie	Q83042
Q7250686	neurologie	Q83042
Q7316771	neurologie	Q83042
Q11790773	neurologie	Q83042
Q11794042	neurologie	Q83042
Q11829083	neurologie	Q83042
Q11855675	neurologie	Q83042
Q11883686	neurologie	Q83042
Q7484623	neurologie	Q83042
Q7506696	neurologie	Q83042
Q7556879	neurologie	Q83042
Q7562539	neurologie	Q83042
Q7573981	neurologie	Q83042
Q7573994	neurologie	Q83042
Q7604533	neurologie	Q83042
Q7616509	neurologie	Q83042
Q7644639	neurologie	Q83042
Q7700555	neurologie	Q83042
Q7830379	neurologie	Q83042
Q7879711	neurologie	Q83042
Q8041560	neurologie	Q83042
Q12640426	neurologie	Q83042
Q12640427	neurologie	Q83042
Q13038909	neurologie	Q83042
Q9190339	neurologie	Q83042
Q9190340	neurologie	Q83042
Q9358981	neurologie	Q83042
Q9364346	neurologie	Q83042
Q9386865	neurologie	Q83042
Q9390341	neurologie	Q83042
Q9392705	neurologie	Q83042
Q10267338	neurologie	Q83042
Q10330658	neurologie	Q83042
Q10376449	neurologie	Q83042
Q10526382	neurologie	Q83042
Q15043641	neurologie	Q83042
Q10748814	neurologie	Q83042
Q15218681	neurologie	Q83042
Q15270307	neurologie	Q83042
Q11339151	neurologie	Q83042
Q11540874	neurologie	Q83042
Q7108870	neurologie	Q83042
Q11583708	neurologie	Q83042
Q11590740	neurologie	Q83042
Q7139585	neurologie	Q83042
Q7140388	neurologie	Q83042
Q11627066	neurologie	Q83042
Q7170403	neurologie	Q83042
Q7186555	neurologie	Q83042
