CIS	CISLabel	drugClass	drugClassLabel
CIS68874401	CHLORHYDRATE DE METHADONE ASSISTANCE PUBLIQUE-HÔPITAUX DE PARIS 10 mg/7,5 ml, sirop en récipient unidose	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS67255773	METHADONE AP-HP 1,33 mg/ml, sirop	http://www.romedi.fr/romedi/DrugClass10107	médicaments à risque lors du sevrage tabagique
CIS67255773	METHADONE AP-HP 1,33 mg/ml, sirop	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs
CIS67255773	METHADONE AP-HP 1,33 mg/ml, sirop	http://www.romedi.fr/romedi/DrugClass10118	morphiniques
CIS67255773	METHADONE AP-HP 1,33 mg/ml, sirop	http://www.romedi.fr/romedi/DrugClass10121	morphiniques en traitement de substitution
CIS67255773	METHADONE AP-HP 1,33 mg/ml, sirop	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS67296909	METHADONE AP-HP 1 mg, gélule	http://www.romedi.fr/romedi/DrugClass10107	médicaments à risque lors du sevrage tabagique
CIS67296909	METHADONE AP-HP 1 mg, gélule	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs
CIS67296909	METHADONE AP-HP 1 mg, gélule	http://www.romedi.fr/romedi/DrugClass10118	morphiniques
CIS67296909	METHADONE AP-HP 1 mg, gélule	http://www.romedi.fr/romedi/DrugClass10121	morphiniques en traitement de substitution
CIS67296909	METHADONE AP-HP 1 mg, gélule	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS68726979	METHADONE AP-HP 5 mg, gélule	http://www.romedi.fr/romedi/DrugClass10107	médicaments à risque lors du sevrage tabagique
CIS68726979	METHADONE AP-HP 5 mg, gélule	http://www.romedi.fr/romedi/DrugClass10115	médicaments sédatifs
CIS68726979	METHADONE AP-HP 5 mg, gélule	http://www.romedi.fr/romedi/DrugClass10118	morphiniques
CIS68726979	METHADONE AP-HP 5 mg, gélule	http://www.romedi.fr/romedi/DrugClass10121	morphiniques en traitement de substitution
CIS68726979	METHADONE AP-HP 5 mg, gélule	http://www.romedi.fr/romedi/DrugClass10141	substances susceptibles de donner des torsades de pointes
CIS62311321	ZECLAR 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS63671347	ZECLAR 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS63671347	ZECLAR 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS62901197	ZECLAR 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS62901197	ZECLAR 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS62311321	ZECLAR 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS64635578	CLARITHROMYCINE BIPHAR 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS64635578	CLARITHROMYCINE BIPHAR 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS61433564	ZECLAR 0,5 g, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS61433564	ZECLAR 0,5 g, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS60814021	CLARITHROMYCINE ARROW 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS60814021	CLARITHROMYCINE ARROW 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS61594165	CLARITHROMYCINE MYLAN 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS61594165	CLARITHROMYCINE MYLAN 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS61904023	CLARITHROMYCINE MYLAN 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS61904023	CLARITHROMYCINE MYLAN 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS65040811	CLARITHROMYCINE ARROW 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS65040811	CLARITHROMYCINE ARROW 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS65326798	CLARITHROMYCINE SANDOZ 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS65326798	CLARITHROMYCINE SANDOZ 50 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS65576684	CLARITHROMYCINE SANDOZ 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS65576684	CLARITHROMYCINE SANDOZ 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS65880178	CLARITHROMYCINE MYLAN 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS65880178	CLARITHROMYCINE MYLAN 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS65133607	CLARITHROMYCINE BIPHAR 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS65133607	CLARITHROMYCINE BIPHAR 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS67997205	ZECLAR 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS67997205	ZECLAR 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS66840375	MONOZECLAR 500 mg, comprimé pelliculé à libération modifiée	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS66840375	MONOZECLAR 500 mg, comprimé pelliculé à libération modifiée	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS69837295	CLARITHROMYCINE MYLAN PHARMA 500 mg, comprimé pelliculé à libération modifiée	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS69837295	CLARITHROMYCINE MYLAN PHARMA 500 mg, comprimé pelliculé à libération modifiée	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS67197409	CLARITHROMYCINE MYLAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS67197409	CLARITHROMYCINE MYLAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS68129222	CLARITHROMYCINE SANDOZ 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS68879206	CLARITHROMYCINE ARROW 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS68879206	CLARITHROMYCINE ARROW 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS68129222	CLARITHROMYCINE SANDOZ 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS69468962	CLARITHROMYCINE SANDOZ 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS69468962	CLARITHROMYCINE SANDOZ 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS69340610	CLARITHROMYCINE MYLAN PHARMA 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS69340610	CLARITHROMYCINE MYLAN PHARMA 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS69875082	CLARITHROMYCINE ARROW 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10100	inhibiteurs puissants du CYP3A4
CIS69875082	CLARITHROMYCINE ARROW 25 mg/ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/DrugClass10104	macrolides (sauf spiramycine)
CIS61752409	RAPAMUNE 1 mg/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10089	immunosuppresseurs
CIS61752409	RAPAMUNE 1 mg/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS61752409	RAPAMUNE 1 mg/ml, solution buvable	http://www.romedi.fr/romedi/DrugClass10142	substrats à risque du CYP3A4
CIS64597615	RAPAMUNE 1 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10089	immunosuppresseurs
CIS64597615	RAPAMUNE 1 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS64597615	RAPAMUNE 1 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10142	substrats à risque du CYP3A4
CIS65164182	RAPAMUNE 2 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10089	immunosuppresseurs
CIS65164182	RAPAMUNE 2 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS65164182	RAPAMUNE 2 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10142	substrats à risque du CYP3A4
CIS69171174	RAPAMUNE 0,5 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10089	immunosuppresseurs
CIS69171174	RAPAMUNE 0,5 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10116	médicaments, bradykinine et angio-œdème
CIS69171174	RAPAMUNE 0,5 mg, comprimé enrobé	http://www.romedi.fr/romedi/DrugClass10142	substrats à risque du CYP3A4
CIS60705552	OROKEN NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable en flacon	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60762126	CEFIXIME ZENTIVA 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS63309743	CEFIXIME BIOGARAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS64821860	CEFIXIME ALMUS 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60237790	CEFIXIME ARROW 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS62217516	CEFIXIME MYLAN PHARMA 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS67393849	OROKEN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS66907450	OROKEN ENFANTS 100 mg/5 ml, poudre pour suspension buvable en flacon	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69038035	CEFIXIME MYLAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69100387	CEFIXIME EG 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS69995637	CEFIXIME TEVA 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS67490967	CEFIXIME ARROW LAB 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS68809147	CEFIXIME CRISTERS 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/DrugClass5	antibiotiques
CIS60420681	PERIKABIVEN, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS60447372	OLICLINOMEL N 6-900 E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS61117445	CLINIMIX N9 G15 E, solution pour perfusion en poche bicompartiment	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS61684869	PERIOLIMEL N4E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS62201138	OLIMEL N7E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS61786735	AMINOMIX 500, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS63337059	KABIVEN, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS65418143	MEDNUTRIFLEX LIPIDE G 120/N 5,4/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS66286011	AMINOMIX 500 E, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS66067708	AMINOMIX 800 E, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS66032721	OLIMEL N9E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS62217480	REANUTRIFLEX OMEGA G 144/N 8/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS62427265	SMOFKABIVEN E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS63163224	PEDIAVEN AP-HP NOUVEAU-NE 2, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS64115983	PEDIAVEN AP-HP NOUVEAU-NE 1, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS64875819	NUMETAH G19%E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS66490117	NUMETAH G13% E PREMATURES, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS67596034	OLICLINOMEL N 4-550 E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS68868590	OLICLINOMEL N7-1000 E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS67678175	PEDIAVEN AP-HP G20, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS68074594	PERINUTRIFLEX LIPIDE G 64/N 4,6/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS68575185	PEDIAVEN AP-HP G15, solution pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS68861083	REANUTRIFLEX LIPIDE G 144/N 8/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS69040082	MEDNUTRIFLEX OMEGA G 120/N 5,4/E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS69278991	NUMETAH G16%E, émulsion pour perfusion	http://www.romedi.fr/romedi/DrugClass10105	médicaments à l'origine d'un syndrome sérotoninergique
CIS61072758	ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS61072758	ADRENALINE AGUETTANT 1 mg/ml, solution injectable en ampoule	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS61459178	XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS61459178	XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10019	antiarythmiques
CIS61459178	XYLOCAINE 20 mg/ml ADRENALINE 0,005 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS60484221	SEPTANEST 40 mg/ml ADRENALINEE AU 1/100 000, solution injectable à usage dentaire	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS60484221	SEPTANEST 40 mg/ml ADRENALINEE AU 1/100 000, solution injectable à usage dentaire	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS62031508	ANAPEN 150 microgrammes/0,3 ml, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS62031508	ANAPEN 150 microgrammes/0,3 ml, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS62538162	ANAPEN 300 microgrammes/0,3 ml, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS62538162	ANAPEN 300 microgrammes/0,3 ml, solution injectable en seringue préremplie	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS60197246	ADRENALINE RENAUDIN 1 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS60197246	ADRENALINE RENAUDIN 1 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS65551161	LIDOCAINE 20 mg/mL ADRENALINE 0,0125 mg/mL AGUETTANT, solution injectable	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS65551161	LIDOCAINE 20 mg/mL ADRENALINE 0,0125 mg/mL AGUETTANT, solution injectable	http://www.romedi.fr/romedi/DrugClass10019	antiarythmiques
CIS65551161	LIDOCAINE 20 mg/mL ADRENALINE 0,0125 mg/mL AGUETTANT, solution injectable	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS60533348	LIDOCAÏNE 20 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS60533348	LIDOCAÏNE 20 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable	http://www.romedi.fr/romedi/DrugClass10019	antiarythmiques
CIS60533348	LIDOCAÏNE 20 mg/ml ADRENALINE 0,005 mg/ml AGUETTANT, solution injectable	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
CIS61846627	EPIPEN 0,15 mg/0,3 ml, solution injectable en stylo pré-rempli	http://www.romedi.fr/romedi/DrugClass10000	adrénaline (voie bucco-dentaire ou sous-cutanée)
CIS61846627	EPIPEN 0,15 mg/0,3 ml, solution injectable en stylo pré-rempli	http://www.romedi.fr/romedi/DrugClass10147	sympathomimétiques alpha et bêta (voie IM et IV)
