diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight
Q18371582	ictère	Q133244	['C0022346']	['ictère sai', 'ictere', 'ictère', 'jaunisse']	0.056
Q462833	amnésie	Q11072	['C0002622', 'C0002625']	['amnesie', 'amnésie', 'trouble amnésique', 'syndrome amnésique', 'trouble amnésique sai', 'troubles amnésiques']	1.0
Q408089	bronchite	Q173022	['C0006277', 'C0008677', 'C0149514']	['bronchite, non précisée comme aiguë ou chronique', 'bronchite sai', 'bronchite', 'bronchite chronique non précisée', 'bronchite chronique', 'bronchite chronique sai', 'bronchite aiguë sai', 'trachéobronchite aiguë', 'bronchite aiguë']	0.5
Q18554367	bronchite	Q173022	['C0006277', 'C0008677', 'C0149514']	['bronchite, non précisée comme aiguë ou chronique', 'bronchite sai', 'bronchite', 'bronchite chronique non précisée', 'bronchite chronique', 'bronchite chronique sai', 'bronchite aiguë sai', 'trachéobronchite aiguë', 'bronchite aiguë']	0.5
Q154869	cancer	Q12078	['C0006826']	['tumeur maligne sai', 'tumeurs malignes', 'cancer', 'tumeur maligne sans précision de site', 'tumeur maligne', 'cancer (sai)']	1.0
Q160653	avortement	Q8452	n/a	n/a	1.0
Q1472	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q8282	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q12214	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q30953	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q42844	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q47912	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q83319	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q131755	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q134859	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q137597	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q154869	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q154874	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q155857	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q156050	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q180664	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q187842	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q192579	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q201989	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q203601	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q220193	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q243257	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q264118	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q326663	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q408089	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q540571	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q615645	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q706845	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q738292	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q797668	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q1444550	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q1484058	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q2583514	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q2845432	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q3153686	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q4340209	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q18553285	fatigue	Q9690	['C0015672']	"[""sensation de manque total d'énergie"", ""perte d'énergie"", 'epuisement', 'éreinté', 'fatigue', 'faiblesse', 'énergie diminuée', 'lassitude', 'fatigue extrême']"	0.028
Q706845	surdité	Q12133	['C0011053', 'C0018772', 'C0339789', 'C1384666', 'C3887873']	"['perte auditive totale', ""pas d'audition"", 'déficience auditive totale', 'surdité sai', 'surdité non précisée', ""perte d'audition totale"", 'surdité', 'surdite', 'surdité bilatérale totale', 'surdite tous degres np', 'surdité totale', ""perte partielle d'audition"", 'surdite congenitale', 'surdité héréditaire', 'surdité congénitale', ""perte d'audition"", 'déficience auditive', ""dur d'oreille"", ""diminution de l'ouie"", 'audition réduite', ""alteration de l'ouie"", ""baisse de l'acuité auditive"", 'perte auditive non précisée', ""reduction de l'ouie"", 'perte auditive', 'malentendant', 'audition diminuée', 'hypoacousie', 'pertes auditives', 'déficit auditif']"	0.2
Q1399182	surdité	Q12133	['C0011053', 'C0018772', 'C0339789', 'C1384666', 'C3887873']	"['perte auditive totale', ""pas d'audition"", 'déficience auditive totale', 'surdité sai', 'surdité non précisée', ""perte d'audition totale"", 'surdité', 'surdite', 'surdité bilatérale totale', 'surdite tous degres np', 'surdité totale', ""perte partielle d'audition"", 'surdite congenitale', 'surdité héréditaire', 'surdité congénitale', ""perte d'audition"", 'déficience auditive', ""dur d'oreille"", ""diminution de l'ouie"", 'audition réduite', ""alteration de l'ouie"", ""baisse de l'acuité auditive"", 'perte auditive non précisée', ""reduction de l'ouie"", 'perte auditive', 'malentendant', 'audition diminuée', 'hypoacousie', 'pertes auditives', 'déficit auditif']"	0.2
Q5514398	surdité	Q12133	['C0011053', 'C0018772', 'C0339789', 'C1384666', 'C3887873']	"['perte auditive totale', ""pas d'audition"", 'déficience auditive totale', 'surdité sai', 'surdité non précisée', ""perte d'audition totale"", 'surdité', 'surdite', 'surdité bilatérale totale', 'surdite tous degres np', 'surdité totale', ""perte partielle d'audition"", 'surdite congenitale', 'surdité héréditaire', 'surdité congénitale', ""perte d'audition"", 'déficience auditive', ""dur d'oreille"", ""diminution de l'ouie"", 'audition réduite', ""alteration de l'ouie"", ""baisse de l'acuité auditive"", 'perte auditive non précisée', ""reduction de l'ouie"", 'perte auditive', 'malentendant', 'audition diminuée', 'hypoacousie', 'pertes auditives', 'déficit auditif']"	0.2
Q18199350	surdité	Q12133	['C0011053', 'C0018772', 'C0339789', 'C1384666', 'C3887873']	"['perte auditive totale', ""pas d'audition"", 'déficience auditive totale', 'surdité sai', 'surdité non précisée', ""perte d'audition totale"", 'surdité', 'surdite', 'surdité bilatérale totale', 'surdite tous degres np', 'surdité totale', ""perte partielle d'audition"", 'surdite congenitale', 'surdité héréditaire', 'surdité congénitale', ""perte d'audition"", 'déficience auditive', ""dur d'oreille"", ""diminution de l'ouie"", 'audition réduite', ""alteration de l'ouie"", ""baisse de l'acuité auditive"", 'perte auditive non précisée', ""reduction de l'ouie"", 'perte auditive', 'malentendant', 'audition diminuée', 'hypoacousie', 'pertes auditives', 'déficit auditif']"	0.2
Q21097765	surdité	Q12133	['C0011053', 'C0018772', 'C0339789', 'C1384666', 'C3887873']	"['perte auditive totale', ""pas d'audition"", 'déficience auditive totale', 'surdité sai', 'surdité non précisée', ""perte d'audition totale"", 'surdité', 'surdite', 'surdité bilatérale totale', 'surdite tous degres np', 'surdité totale', ""perte partielle d'audition"", 'surdite congenitale', 'surdité héréditaire', 'surdité congénitale', ""perte d'audition"", 'déficience auditive', ""dur d'oreille"", ""diminution de l'ouie"", 'audition réduite', ""alteration de l'ouie"", ""baisse de l'acuité auditive"", 'perte auditive non précisée', ""reduction de l'ouie"", 'perte auditive', 'malentendant', 'audition diminuée', 'hypoacousie', 'pertes auditives', 'déficit auditif']"	0.2
Q6717114	obésité	Q12174	['C0028754']	['obésité, non précisée', 'obésité', 'obesite']	1.0
Q208562	scoliose	Q174857	['C0036439']	['scoliose']	0.25
Q1052687	scoliose	Q174857	['C0036439']	['scoliose']	0.25
Q7005033	scoliose	Q174857	['C0036439']	['scoliose']	0.25
Q28024539	scoliose	Q174857	['C0036439']	['scoliose']	0.25
Q574975	Hypermétropie	Q177254	['C0020490']	['hyperopie', 'hypermétrope', 'hypermétropie']	1.0
Q39222	irritabilité	Q29299	['C2700617']	[]	0.143
Q166907	irritabilité	Q29299	['C2700617']	[]	0.143
Q192579	irritabilité	Q29299	['C2700617']	[]	0.143
Q326071	irritabilité	Q29299	['C2700617']	[]	0.143
Q408089	irritabilité	Q29299	['C2700617']	[]	0.143
Q1992236	irritabilité	Q29299	['C2700617']	[]	0.143
Q4463309	irritabilité	Q29299	['C2700617']	[]	0.143
Q11497176	Rage de dents	Q143925	n/a	n/a	1.0
Q2076966	fibrose pulmonaire	Q32446	['C0034069']	['fibrose pulmonaire', 'fibrose du poumon', 'sclérose pulmonaire']	1.0
Q1022718	accident vasculaire cérébral	Q12202	n/a	n/a	1.0
Q154869	cirrhose	Q147778	['C0023890', 'C0239946']	['cirrhose sai', 'cirrhose du foie', 'cirrhose', 'cirrhose hépatique', 'fibrose hépatique', 'fibrose du foie']	0.5
Q5514398	cirrhose	Q147778	['C0023890', 'C0239946']	['cirrhose sai', 'cirrhose du foie', 'cirrhose', 'cirrhose hépatique', 'fibrose hépatique', 'fibrose du foie']	0.5
Q1472	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q83319	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q154865	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q164727	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q574905	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q705906	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q1066061	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q1992236	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q4454701	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q4463309	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q28024539	constipation	Q178436	['C0237326', 'C0009806']	['défécation douloureuse', 'dyschésie', 'dyschézie', 'constipation']	0.091
Q706845	pneumonie	Q12192	['C0032285']	['pneumonie', 'inflammation du poumon', 'pneumopathie inflammatoire', 'pneumonie sai', 'pneumopathie infectieuse']	1.0
Q12152	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q29496	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q117121	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q190805	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q495146	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q706845	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q1364270	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q1760607	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q1958249	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q16333787	œdème	Q152234	['C0013604']	['oedème', 'oedeme sai', 'oedèmes sai', 'oedeme', 'oedème sai']	0.1
Q48143	syndrome méningé	Q32069	n/a	n/a	0.5
Q326638	syndrome méningé	Q32069	n/a	n/a	0.5
Q133780	choc circulatoire	Q178061	n/a	n/a	1.0
Q18592	aphasie primaire progressive	Q18767	['C0282513']	['aphasie primaire progressive', 'app (aphasie progressive primaire)', 'aphasie progressive primaire', 'syndrome de mesulam', 'maladie de mesulam']	1.0
Q12192	toux	Q35805	['C0010200']	['toux']	0.043
Q12204	toux	Q35805	['C0010200']	['toux']	0.043
Q35869	toux	Q35805	['C0010200']	['toux']	0.043
Q47912	toux	Q35805	['C0010200']	['toux']	0.043
Q79793	toux	Q35805	['C0010200']	['toux']	0.043
Q133780	toux	Q35805	['C0010200']	['toux']	0.043
Q134859	toux	Q35805	['C0010200']	['toux']	0.043
Q154882	toux	Q35805	['C0010200']	['toux']	0.043
Q164727	toux	Q35805	['C0010200']	['toux']	0.043
Q193894	toux	Q35805	['C0010200']	['toux']	0.043
Q223591	toux	Q35805	['C0010200']	['toux']	0.043
Q408089	toux	Q35805	['C0010200']	['toux']	0.043
Q443929	toux	Q35805	['C0010200']	['toux']	0.043
Q706845	toux	Q35805	['C0010200']	['toux']	0.043
Q836356	toux	Q35805	['C0010200']	['toux']	0.043
Q911427	toux	Q35805	['C0010200']	['toux']	0.043
Q1345113	toux	Q35805	['C0010200']	['toux']	0.043
Q2845432	toux	Q35805	['C0010200']	['toux']	0.043
Q6137239	toux	Q35805	['C0010200']	['toux']	0.043
Q15401586	toux	Q35805	['C0010200']	['toux']	0.043
Q18554367	toux	Q35805	['C0010200']	['toux']	0.043
Q56244339	toux	Q35805	['C0010200']	['toux']	0.043
Q98608770	toux	Q35805	['C0010200']	['toux']	0.043
Q1165179	infertilité	Q179399	['C0021359']	['infertilité', 'infertilité sai', 'stérilité']	1.0
Q192579	trouble du sommeil	Q177190	['C0154564']	"[""troubles spécifiques du sommeil d'origine non organique"", ""troubles du sommeil spécifiés d'origine non organique""]"	0.25
