CIS	CISLabel	IN	INlabel	drugUri
CIS69490204	LIDOCAINE 10 mg/mL ADRENALINE 0,0100 mg/mL AGUETTANT, solution injectable	http://www.romedi.fr/romedi/INd446qb5ejdsjnhg5qg9qvm3m5alf03o3	ADRÉNALINE	Q132621
CIS69150358	ADRENALINE AGUETTANT 1 mg/ml SANS SULFITE, solution injectable	http://www.romedi.fr/romedi/INd446qb5ejdsjnhg5qg9qvm3m5alf03o3	ADRÉNALINE	Q132621
CIS63941426	PYLERA 140 mg/125 mg/125 mg, gélule	http://www.romedi.fr/romedi/INbp8pag2i36gshaseemvbdrlqjioldl4o	BISMUTH	Q942
CIS61644230	PRONTALGINE, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61109911	DAFALGAN CODEINE, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS64380679	COQUELUSEDAL PARACETAMOL 500 mg, suppositoire	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS64406362	CODOLIPRANE ADULTES 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS65322262	ALGISEDAL, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS65284993	MIGRALGINE, gélule	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS64849094	NOVACETOL (ASPIRINE PARACETAMOL), comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS66003374	DAFALGAN CODEINE, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS64168434	DOLIPRANE CODEINE 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS60327615	ZALDIAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61137241	IXPRIM 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS62110311	KLIPAL CODEINE 300 mg/25 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61784054	PARACETAMOL CODEINE ARROW 400 mg/20 mg, comprimé sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61943097	PARACETAMOL CODEINE TEVA 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS62771825	PARACETAMOL CODEINE ARROW 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS62541023	PARACETAMOL CODEINE EG 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61730170	PARACETAMOL CODEINE SANDOZ 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS60365078	IXPRIM 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS63192215	ZALDIAR 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61227411	TRAMADOL/PARACETAMOL MYLAN PHARMA 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61331851	TRAMADOL/PARACETAMOL BIOGARAN 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61305080	TRAMADOL/PARACETAMOL BIPHAR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS60904643	CODOLIPRANE 500 mg/30 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS61697158	FLUSTIMEX, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS62351650	CODOLIPRANE 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS64656227	TRAMADOL/PARACETAMOL ARROW GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS64707814	TRAMADOL/PARACETAMOL ARROW LAB 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS60396465	TRAMADOL/PARACETAMOL BGR 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS60009573	PARACETAMOL/CODEINE TEVA 500 mg/30 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS62049552	CODOLIPRANE 500 mg/30 mg, gélule	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS69329731	FERVEX ETAT GRIPPAL PARACETAMOL/VITAMINE C/PHENIRAMINE ADULTES, granulés pour solution buvable en sachet	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS68457482	LINDILANE 400 mg/25 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS69722236	KLIPAL CODEINE 600 mg/50 mg, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS69928332	ACTIFED RHUME, comprimé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS69549916	PARACETAMOL CODEINE MYLAN 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS69355295	PARACETAMOL CODEINE BIOGARAN 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS67698690	TRAMADOL/PARACETAMOL MYLAN GENERIQUES 37,5 mg/325 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS67806479	PARACETAMOL CODEINE CRISTERS 500 mg/30 mg, comprimé effervescent sécable	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS69995434	TRAMADOL/PARACETAMOL ARROW 37,5 mg/325 mg, comprimé effervescent	http://www.romedi.fr/romedi/IN7310nlprjlh2sb3t0apdjfvtk6u0ifp3	PARACÉTAMOL	Q57055
CIS65714530	AZADOSE 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS65740799	ZITHROMAX 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS62059468	ZITHROMAX MONODOSE 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS63269291	AZITHROMYCINE EG 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS62293332	AZITHROMYCINE MYLAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS62953322	AZITHROMYCINE BIOGARAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS61765641	AZITHROMYCINE MONODOSE SANDOZ 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS64367030	AZITHROMYCINE PHR LAB 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS64784981	AZITHROMYCINE ARROW 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS62514713	AZITHROMYCINE CRISTERS 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS67287098	ZITHROMAX 40 mg/ml ENFANTS, poudre pour suspension buvable	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS68654914	AZITHROMYCINE TEVA 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS67769625	AZITHROMYCINE SANDOZ 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS67637794	AZITHROMYCINE PFIZER 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS69326767	AZYTER 15 mg/g, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS69801139	AZITHROMYCINE ZENTIVA 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS69627877	ORDIPHA 500 mg, comprimé dispersible sécable	http://www.romedi.fr/romedi/IN1unpb08jj90e7qdlqqbpfg8ar9blmp94	AZITHROMYCINE	Q165399
CIS61847953	ROCALTROL 0,25 microgramme, capsule molle	http://www.romedi.fr/romedi/INq04nnfbccf97q08noj511v9ruorhn198	CALCITRIOL	Q139195
CIS62597239	SILKIS 3 microgrammes/g, pommade	http://www.romedi.fr/romedi/INq04nnfbccf97q08noj511v9ruorhn198	CALCITRIOL	Q139195
CIS61981016	DEFANYL 50 mg, comprimé	http://www.romedi.fr/romedi/INhuhgm1t78celp4b7dtutqb8l8to8kd57	AMOXAPINE	Q58356
CIS64232374	DEFANYL 100 mg, comprimé	http://www.romedi.fr/romedi/INhuhgm1t78celp4b7dtutqb8l8to8kd57	AMOXAPINE	Q58356
CIS67117128	TOFRANIL 25 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi7knt9and7ht6ikfbmd8e1gcl62670j0	IMIPRAMINE	Q58396
CIS68574699	TOFRANIL 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi7knt9and7ht6ikfbmd8e1gcl62670j0	IMIPRAMINE	Q58396
CIS60305960	NUROFEN 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS66306567	DOLGIT 5 POUR CENT, crème	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60672814	NUREFLEX 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61645204	NUREFLEX L.P. 300 mg, gélule à libération prolongée	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61902232	ADVILMED ENFANTS ET NOURRISSONS 20 mg/1 ml, suspension buvable en flacon	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS63040606	ADVILMED 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS64684319	ANTARENE 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS66303681	ANTARENE 100 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61249824	IBUPROFENE ARROW 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60550988	IBUPROFENE EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61022698	SPIFEN 400 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60830246	NUROFENTABS 200 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60282846	SPEDIFEN 200 mg, comprimé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61834404	IBUPROFENE SANDOZ 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS62574938	ANTARENE 20 mg/ml NOURRISSONS ET ENFANTS, suspension buvable	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS64573315	IBUPROFENE SANDOZ 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS65573720	BRUFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS66281427	SPIFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS66271479	ANTARENE 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60961886	IBUPROFENE SANDOZ CONSEIL 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60073914	IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60292573	SPEDIFEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS62611169	IBUPROFENE ALMUS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS63691015	IBUPROFENE ARROW 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS63646874	ADVIL 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS64911902	NUROFEN 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS65205177	IBUPROFENE MYLAN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61848560	IBUPROFENE ARROW CONSEIL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61349237	IBUPROFENE ACTAVIS 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61959735	ADVILCAPS 400 mg, capsule molle	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS63755329	ANTARENE CODEINE 200 mg/30 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS63881961	ANTARENE CODEINE 400 mg/60 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS61136221	IBUPROFENE MYLAN 20 mg/ml ENFANTS ET NOURRISSONS sans sucre, suspension buvable édulcorée au maltitol et à la saccharine sodique	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60233913	IBUFETUM 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS60776617	SPEDIFEN 400 mg, granulés pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS63005402	NUROFEN 200 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS67342541	CLIPTOL, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS68337369	IBUPROFENE BIOGARAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS68634000	ADVIL 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS68475904	NUREFLEX 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS69291896	ANTARENE 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS69445376	RHINADVIL RHUME IBUPROFENE/PSEUDOEPHEDRINE, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS67539962	IBUPROFENE ARROW 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS67510932	NUROFENPRO 20 mg/ml ENFANTS ET NOURRISSONS SANS SUCRE, suspension buvable édulcorée au maltitol liquide et à la saccharine sodique	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS67913552	IBUPROFENE EG 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS68033779	ADVILMED 100 mg, comprimé enrobé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS69955824	ADVILMED 5 %, gel	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS66743339	NUROFENFLASH 400 mg, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS67589926	IBUPROFENE ZYDUS FRANCE 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS67848097	ADVILCAPS 200 mg, capsule molle	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS68774041	IBUPROFENE EVOLUGEN 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS68390553	SPIFEN 200 mg, comprimé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS69543863	NUROFENFLASH 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS69847599	IBUPROFENE TEVA 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo3ps51qg4pok8f55ao136q1i8bk96ujb	IBUPROFÈNE	Q186969
CIS63486220	COLOPEG, poudre pour solution buvable	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS60885246	MOVICOL, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS60420681	PERIKABIVEN, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS60447372	OLICLINOMEL N 6-900 E, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS61684869	PERIOLIMEL N4E, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS61095956	MOVIPREP, poudre pour solution buvable	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS62201138	OLIMEL N7E, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS63337059	KABIVEN, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS66027553	MOVICOL ENFANTS, poudre pour solution buvable en sachet-dose	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS66032721	OLIMEL N9E, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS62427265	SMOFKABIVEN E, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS63061130	MOVICOL CHOCOLAT, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS66341408	MOVICOL SANS AROME, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS62090079	XIMEPEG, poudre pour solution buvable	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS67596034	OLICLINOMEL N 4-550 E, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS69706253	KLEAN-PREP, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS69559248	FORTRANS, poudre pour solution buvable en sachet	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS68868590	OLICLINOMEL N7-1000 E, émulsion pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS67678175	PEDIAVEN AP-HP G20, solution pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS68575185	PEDIAVEN AP-HP G15, solution pour perfusion	http://www.romedi.fr/romedi/INgh65o2be0fj7kota0hl4ohggt1o6mqri	CHLORURE DE POTASSIUM	Q184630
CIS62909137	PARIET 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515
CIS66035518	PARIET 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515
CIS61805185	RABEPRAZOLE TEVA 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515
CIS62134839	RABEPRAZOLE BIOGARAN 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515
CIS61724146	PARIET 20 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515
CIS63835526	PARIET 10 mg, comprimé gastro-résistant	http://www.romedi.fr/romedi/INu9k0ks63veqpjki1snf2ucr11s332b1j	RABÉPRAZOLE	Q3515
